project_length_Days,project_length_Hours,project_length_Weeks,project_length_Months,issue_len_description,time_limit,have_changed,bounty_type_Bug,bounty_type_Code_Review,bounty_type_Design,bounty_type_Documentation,bounty_type_Feature,bounty_type_Improvement,bounty_type_Other,bounty_type_Project,bounty_type_Security,experience_level_Advanced,experience_level_Intermediate,experience_level_Beginner,bounty_num,bounty_change_num,bounty_amount,title_len,never_expires,owner_follwers,owner_following,owner_grants_contributed,issue_index,until_time,until_fulfilment
True,False,False,False,1172,31,1,False,False,False,False,False,False,False,False,False,False,True,False,1220,101,12.64,22,0,553,463,82,5338,31,0
True,False,False,False,1984,31,1,False,False,False,False,False,False,False,False,False,False,True,False,1221,101,12.64,89,0,553,463,82,4900,31,0
True,False,False,False,1975,1,1,False,False,False,False,False,False,False,False,False,False,True,False,0,0,12.65,45,0,163,109,2,88,-27,1
True,False,False,False,807,23,1,False,False,False,False,False,False,False,False,False,False,True,False,45,9,12.64,19,0,0,0,0,191,-2,1
True,False,False,False,793,-8,1,False,False,False,False,False,False,False,False,False,False,True,False,200,55,126.43,90,0,77,67,0,9592,-11,1
True,False,False,False,655,2,1,True,False,False,False,False,False,False,False,False,False,True,False,3,0,50.0,70,0,635,815,299,839,-21,2
True,False,False,False,778,-10,1,False,False,False,False,True,False,False,False,False,False,True,False,9,0,327.5,80,0,0,0,0,22,-10,0
True,False,False,False,437,9,2,False,False,False,False,False,False,False,False,False,False,True,False,10,0,206.08,29,0,0,0,0,23,-1,1
True,False,False,False,560,97500,1,False,False,False,False,False,False,False,False,False,False,True,False,1222,101,150.0,25,0,69,46,10,5112,97500,0
True,False,False,False,128,2,2,False,False,False,False,False,False,False,False,False,False,True,False,11,1,60.0,75,0,0,0,0,26,-25,1
True,False,False,False,128,30,1,False,False,False,False,False,False,False,False,False,False,True,False,1223,101,60.0,109,0,69,46,10,4121,30,0
True,False,False,False,154,31,1,False,False,False,False,False,False,False,False,False,False,True,False,29,0,60.0,7,0,903,918,57,27,31,0
True,False,False,False,241,31,1,False,False,False,False,False,False,False,False,False,False,True,False,30,0,60.0,7,0,903,918,57,29,0,1
False,True,False,False,940,31,1,False,False,False,False,True,False,False,False,False,False,True,False,31,0,184.2,7,0,0,0,0,30,0,1
False,True,False,False,889,0,1,False,False,False,False,True,False,False,False,False,False,True,False,1224,101,184.2,38,0,98,60,4,5619,-1,1
False,True,False,False,905,31,1,False,False,False,False,True,False,False,False,False,False,True,False,32,0,184.2,7,0,903,918,57,31,0,1
False,True,False,False,884,31,1,False,False,False,False,True,False,False,False,False,False,True,False,33,0,184.2,7,0,903,918,57,32,0,1
False,True,False,False,919,-2,1,False,False,False,False,True,False,False,False,False,False,True,False,9,3,1264.32,43,0,0,0,0,211,-1,1
True,False,False,False,845,25,1,False,False,False,False,False,False,False,False,False,False,True,False,46,9,149.3,23,0,0,0,0,192,-2,1
True,False,False,False,3223,19,1,False,False,False,False,False,False,False,False,False,False,True,False,47,9,1866.2,13,0,0,0,0,193,-3,1
True,False,False,False,550,30,1,True,False,False,False,False,False,False,False,False,False,True,False,37,8,120.0,22,0,17,15,0,515,-1,1
False,True,False,False,915,20,0,False,False,False,False,True,False,False,False,False,False,True,False,38,8,186.09,14,0,17,15,0,516,-29,0
False,True,False,False,903,6,0,False,False,False,False,True,False,False,False,False,False,True,False,39,9,186.09,33,0,17,15,0,517,-43,0
True,False,False,False,1496,-106,0,False,False,False,False,False,False,False,False,False,False,True,False,40,10,286.88,20,0,17,15,0,518,-155,1
True,False,False,False,1496,-14,1,False,False,False,False,False,False,False,False,False,False,True,False,12,2,286.88,59,0,0,0,0,28,-14,0
False,True,False,False,208,23,1,False,False,False,False,True,False,False,False,False,False,True,False,1225,101,1200.0,49,0,69,46,10,5620,23,0
True,False,False,False,1138,31,1,False,False,False,False,False,False,False,False,False,False,True,False,1226,101,94.69,49,0,3,2,0,5620,0,1
True,False,False,False,12,97498,1,False,False,False,False,False,False,False,False,False,False,True,False,8,0,1.26,12,0,0,0,0,136,97498,0
True,False,False,False,24,25,2,False,False,False,False,False,False,False,False,False,False,True,False,32,6,1.26,31,0,0,0,0,2,-1,1
True,False,False,False,350,92,1,False,False,False,False,False,False,False,False,False,False,True,False,73,9,12.64,51,0,0,0,0,6649,0,3
True,False,False,False,739,97498,2,False,False,False,False,False,False,False,False,False,False,True,False,9,0,12.64,12,0,0,0,0,136,-1,1
True,False,False,False,739,13,1,False,False,False,False,False,False,False,False,False,False,True,False,2,0,1.91,41,0,2872,2867,8,262,-1,1
True,False,False,False,1138,28,1,False,False,False,False,False,False,False,False,False,False,True,False,3,1,1.91,54,0,0,0,0,39,28,0
False,True,False,False,933,-167,1,False,False,False,False,True,False,False,False,False,False,True,False,74,9,189.37,56,0,0,0,0,6553,0,1
True,False,False,False,735,-662,1,False,False,False,True,False,False,False,False,False,False,True,False,0,0,429.55,30,0,117391,117281,495,11,-662,0
True,False,False,False,2147,25,2,False,False,False,False,False,True,False,False,False,False,True,False,1,0,190.91,30,0,117391,117281,495,11,-1,1
True,False,False,False,1897,25,1,False,False,False,False,False,False,False,False,False,False,True,False,2,1,190.91,23,0,117391,117281,495,10,25,0
True,False,False,False,2258,28,1,False,False,False,False,True,False,False,False,False,False,False,True,3,0,190.91,29,0,0,0,0,5,28,0
True,False,False,False,625,-779,1,False,False,False,False,True,False,False,False,False,False,True,False,7,3,500.0,37,0,110,86,29,6,-779,0
True,False,False,False,4180,28,1,False,False,False,False,False,True,False,False,False,False,False,True,8,3,70.0,37,0,110,86,29,6,-2,1
True,False,False,False,4180,9,1,False,False,False,False,False,True,False,False,False,False,False,True,10,3,70.0,30,0,0,0,0,176,-1,1
True,False,False,False,2815,31,1,False,False,False,False,False,True,False,False,False,False,False,True,0,0,40.0,19,0,12,11,7,3,0,1
True,False,False,False,2815,30,1,False,False,False,False,False,True,False,False,False,False,False,True,4,0,40.0,29,0,0,0,0,5,30,0
True,False,False,False,5709,30,1,False,False,False,False,False,True,False,False,False,False,True,False,5,0,200.0,55,0,0,0,0,6,30,0
True,False,False,False,5709,30,1,False,False,False,False,False,True,False,False,False,False,True,False,6,0,200.0,55,0,0,0,0,6,30,0
True,False,False,False,3707,28,1,False,False,False,False,False,True,False,False,False,False,False,True,7,0,50.0,1,0,0,0,0,7,28,0
True,False,False,False,3707,-117,1,False,False,False,False,False,True,False,False,False,False,False,True,1,0,50.0,22,0,0,0,0,32,-117,0
True,False,False,False,55,14,2,False,False,False,False,True,False,False,False,False,False,True,False,1227,101,400.0,32,0,117391,117281,495,5647,-1,1
False,True,False,False,2497,-505,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,500.0,20,0,0,0,0,7,-505,0
True,False,False,False,4,-58,1,False,False,False,False,False,False,False,False,False,False,True,False,0,0,18.58,64,0,0,0,0,1,-49,1
True,False,False,False,791,-41,1,False,False,False,True,False,False,False,False,False,False,True,False,1228,102,418.97,51,0,69,46,10,5464,-41,0
True,False,False,False,994,30,1,False,False,False,False,False,False,True,False,False,False,False,True,1229,102,1.08,84,0,69,46,10,4102,30,0
True,False,False,False,293,30,1,False,False,False,False,False,False,False,False,False,False,True,False,1230,102,1.81,29,0,69,46,10,5340,0,1
True,False,False,False,742,-657,1,False,False,False,False,False,False,False,False,False,False,True,False,3,1,12.64,32,0,117391,117281,495,16,-657,0
True,False,False,False,859,30,2,False,False,False,False,False,False,False,False,False,False,True,False,4,1,13.71,32,0,117391,117281,495,16,-1,1
True,False,False,False,1016,-656,1,True,False,False,False,False,False,False,False,False,False,False,True,1231,102,27.42,41,0,117391,117281,495,5656,-656,0
True,False,False,False,1469,12,2,True,False,False,False,False,False,False,False,False,False,False,True,1232,102,41.13,41,0,117391,117281,495,5656,-19,1
True,False,False,False,701,-736,0,False,False,False,False,False,False,False,False,False,False,False,True,9,3,68.55,54,0,110,86,29,7,-745,0
False,True,False,False,569,28,1,False,False,False,False,True,False,False,False,False,False,True,False,8,0,200.0,1,0,0,0,0,7,28,0
True,False,False,False,101,-332,1,False,False,False,False,True,False,False,False,False,False,True,False,1233,103,993.04,146,0,117391,117281,495,5661,-353,1
True,False,False,False,741,-655,1,False,False,False,False,True,False,False,False,False,False,True,False,1234,103,993.04,135,0,117391,117281,495,5654,-655,0
True,False,False,False,741,11,2,False,False,False,False,True,False,False,False,False,False,True,False,1235,103,993.04,135,0,117391,117281,495,5654,-1,1
True,False,False,False,288,-780,1,False,False,False,False,True,False,False,False,False,False,True,False,35,9,993.04,58,0,0,0,0,20,-780,0
True,False,False,False,803,-319,1,False,False,False,False,True,False,False,False,False,False,True,False,36,9,993.04,58,0,0,0,0,20,-319,10
True,False,False,False,803,-3,1,False,False,False,False,True,False,False,False,False,False,True,False,37,9,993.04,20,0,0,0,0,21,-12,5
True,False,False,False,742,31,1,False,False,False,False,False,False,False,False,False,False,True,False,9,0,12.64,1,0,0,0,0,7,31,0
True,False,False,False,771,31,1,False,False,False,False,False,False,False,False,False,False,True,False,10,0,18.29,1,0,0,0,0,7,31,0
True,False,False,False,324,24,1,False,False,False,False,False,False,False,False,False,False,True,False,11,0,60.0,1,0,0,0,0,7,24,0
True,False,False,False,1181,31,1,False,False,False,False,False,False,False,False,False,False,True,False,1236,104,60.0,146,0,110,98,20,5661,31,0
True,False,False,False,420,15,1,False,False,False,False,False,False,False,False,False,False,True,False,213,30,60.0,22,0,614,448,237,113,15,0
True,False,False,False,673,31,1,False,False,False,False,False,False,False,False,False,False,True,False,1237,104,150.0,23,0,0,0,0,5681,31,0
True,False,False,False,2224,-47,1,False,False,False,False,False,False,False,False,False,False,True,False,1238,104,300.0,23,0,0,0,0,5681,-47,0
True,False,False,False,556,2,1,False,False,False,False,False,False,False,False,False,False,True,False,1239,104,150.0,31,0,69,46,10,5001,0,2
True,False,False,False,318,30,1,False,False,False,False,False,False,False,False,False,False,True,False,1240,104,25.29,30,0,69,46,10,2218,0,1
True,False,False,False,2137,23,1,False,False,False,False,False,True,False,False,False,False,False,True,12,0,60.0,1,0,0,0,0,7,23,0
True,False,False,False,572,97479,1,False,False,False,False,False,True,False,False,False,False,False,True,1241,104,90.0,86,0,840,952,90,5692,97479,0
False,True,False,False,2262,30,1,False,False,False,False,False,False,True,False,False,False,True,False,1242,104,1000.0,38,0,840,952,90,5522,30,0
False,True,False,False,2262,4,1,False,False,False,False,False,False,True,False,False,False,True,False,0,0,1000.0,47,0,30,29,0,24,4,0
False,True,False,False,226,31,1,False,False,False,True,False,False,False,False,False,False,True,False,1243,104,100.0,86,0,840,952,90,5692,31,0
False,True,False,False,526,29,1,False,False,False,True,False,False,False,False,False,False,False,True,0,0,100.0,21,0,0,0,0,2,-1,1
False,True,False,False,216,73,1,False,False,False,True,False,False,False,False,False,False,False,True,25,8,100.0,24,0,1679,1681,4,47,73,0
True,False,False,False,727,7,1,False,False,False,True,False,False,False,False,False,False,True,False,26,8,365.5,54,0,1679,1681,4,346,-2,1
False,True,False,False,618,0,0,False,False,False,False,True,False,False,False,False,False,True,False,27,8,400.0,107,0,1679,1681,4,260,-20,0
True,False,False,False,652,17,1,False,False,False,True,False,False,False,False,False,False,True,False,1244,104,365.5,69,0,69,46,10,5704,17,0
False,False,True,False,1939,30,1,False,False,False,False,True,False,False,False,False,False,True,False,1245,104,300.0,59,0,69,46,10,2001,30,0
True,False,False,False,106,-782,1,False,False,False,False,True,False,False,False,False,False,True,False,4,1,0.18,52,0,0,0,0,41,-782,0
True,False,False,False,1172,0,1,False,False,False,False,True,False,False,False,False,True,False,False,5,1,0.18,52,0,0,0,0,41,0,0
True,False,False,False,2232,-758,1,False,False,False,False,False,False,False,False,False,False,True,False,201,55,90.9,59,0,77,67,0,9754,-758,0
True,False,False,False,2236,-124,1,False,False,False,False,False,False,False,False,False,False,True,False,202,55,90.9,59,0,77,67,0,9754,-124,0
False,False,True,False,1954,30,1,False,False,False,False,True,False,False,False,False,False,True,False,13,0,2962.07,1,0,0,0,0,7,30,0
True,False,False,False,403,30,1,False,False,False,True,False,False,False,False,False,False,False,True,14,0,75.0,1,0,0,0,0,7,30,0
True,False,False,False,1009,30,1,False,False,False,False,False,True,False,False,False,False,False,True,15,0,60.0,1,0,0,0,0,7,30,0
True,False,False,False,1009,20,1,False,False,False,False,False,True,False,False,False,False,False,True,203,55,60.0,100,0,77,67,0,6839,-3,1
True,False,False,False,598,30,1,False,False,False,False,True,False,False,False,False,False,True,False,16,0,132.0,1,0,0,0,0,7,30,0
True,False,False,False,717,30,1,False,False,False,False,False,True,False,False,False,False,True,False,17,0,80.0,1,0,0,0,0,7,30,0
True,False,False,False,2402,-47,0,False,False,False,False,True,False,False,False,False,False,True,False,17,4,200.0,21,0,0,0,0,5564,-44,0
True,False,False,False,849,-47,0,False,False,False,False,False,False,False,False,True,False,True,False,18,5,300.0,25,0,0,0,0,5265,-40,0
False,True,False,False,293,0,1,False,False,False,False,True,False,False,False,False,False,True,False,1246,104,95.95,37,0,227,195,26,5718,-32,1
False,True,False,False,293,28,1,False,False,False,False,True,False,False,False,False,False,True,False,1247,104,95.95,51,0,117391,117281,495,5721,28,0
True,False,False,False,351,-778,1,True,False,False,False,False,False,False,False,False,False,False,True,0,0,80.0,113,0,0,0,0,215,-778,0
True,False,False,False,27,-21,2,False,False,False,False,False,False,False,False,False,False,False,True,1,0,18.59,113,0,0,0,0,215,-22,1
False,True,False,False,3094,-2,1,False,False,False,False,True,False,False,False,False,True,False,False,10,1,1800.0,58,0,0,0,0,140,-4,1
False,False,True,False,4629,-83,0,False,False,False,False,True,False,False,False,False,False,True,False,11,1,1600.0,47,0,0,0,0,154,-102,0
False,False,True,False,4629,-34,0,False,False,False,False,True,False,False,False,False,False,True,False,1248,104,1600.0,95,0,117391,117281,495,147,-47,0
False,False,True,False,3253,25,1,False,False,False,False,True,False,False,False,False,False,False,True,1249,105,4500.0,38,0,117391,117281,495,5742,-6,1
False,False,True,False,3342,9,1,False,False,False,False,True,False,False,False,False,False,False,True,10,1,4750.0,24,0,0,0,0,236,-6,1
False,False,True,False,3119,-8,1,False,False,False,False,True,False,False,False,False,False,False,True,0,0,3500.0,52,0,42,42,9,1,-8,0
False,False,True,False,3198,-41,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,2700.0,50,0,0,0,0,3,-45,7
False,False,True,False,3198,-11,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,2700.0,70,0,0,0,0,4,-13,3
True,False,False,False,2190,-35,1,True,False,False,False,False,False,False,False,False,False,False,True,1,0,90.0,31,0,0,0,0,2,-37,14
True,False,False,False,1023,-11,1,False,False,False,False,False,False,False,False,False,False,True,False,1,0,46.29,89,0,0,0,0,3,-17,4
True,False,False,False,801,-11,1,False,False,False,False,False,False,False,False,False,False,True,False,2,0,92.59,119,0,0,0,0,2,-13,1
False,True,False,False,898,-11,1,False,False,False,False,False,False,False,False,False,False,True,False,3,0,184.26,66,0,0,0,0,1,-12,1
True,False,False,False,1962,-1,1,False,False,False,False,False,False,False,False,False,False,True,False,2,0,230.55,28,0,0,0,0,1,-8,68
True,False,False,False,1962,1,1,False,False,False,False,False,False,False,False,False,False,True,False,11,1,230.55,31,0,0,0,0,210,-12,1
True,False,False,False,1026,9,1,False,False,False,False,True,False,False,False,False,False,True,False,12,1,92.59,26,0,0,0,0,238,-3,1
True,False,False,False,1138,-11,1,False,False,False,False,False,False,False,False,False,False,False,True,13,1,55.33,85,0,0,0,0,235,-12,6
True,False,False,False,1144,-11,1,True,False,False,False,False,False,False,False,False,False,False,True,14,1,55.33,108,0,0,0,0,237,-15,3
False,True,False,False,1144,197,1,False,False,False,False,False,False,False,False,False,False,True,False,0,0,55.33,69,0,0,0,0,3489,0,1
False,False,True,False,3389,-771,1,False,False,False,False,True,False,False,False,False,True,False,False,75,9,1000.0,35,0,49,43,32,2,-771,0
False,False,True,False,3389,-418,2,False,False,False,False,True,False,False,False,False,True,False,False,76,9,1000.0,35,0,49,43,32,2,-434,13
True,False,False,False,1352,25,1,False,False,False,False,False,False,False,False,False,False,True,False,0,0,71.94,62,0,0,0,0,1,-1,1
True,False,False,False,1352,-6,2,False,False,False,False,False,False,False,False,False,False,True,False,3,0,71.94,29,0,312,315,100,3,-16,2
False,False,True,False,1074,-6,2,False,False,False,False,True,False,False,False,False,False,True,False,4,1,2013.75,29,0,312,315,100,2,-16,5
True,False,False,False,3051,-7,2,False,False,True,False,False,False,False,False,False,False,True,False,5,2,100.0,46,0,312,315,100,1,-17,22
True,False,False,False,1281,-10,1,False,False,False,False,False,False,False,False,False,False,True,False,0,0,2014.07,21,0,6203,5966,135,29,-10,1
False,True,False,False,1802,31,1,False,False,False,False,False,True,False,False,False,False,True,False,3,0,1127.56,4,0,27,17,10,1,31,0
False,True,False,False,1555,8,1,False,False,False,False,False,True,False,False,False,False,True,False,1250,105,563.78,26,0,117391,117281,495,5727,-8,2
False,True,False,False,1391,30,1,False,False,False,False,True,False,False,False,False,False,True,False,1251,105,1127.7,16,0,69,46,10,4800,0,1
False,False,True,False,1992,30,1,False,False,False,False,False,True,False,False,False,True,False,False,1252,105,3382.68,45,0,69,46,10,5111,30,0
False,False,True,False,2607,30,1,False,False,False,False,True,False,False,False,False,True,False,False,1253,105,2807.88,25,0,69,46,10,5112,0,1
False,False,True,False,2306,-10,2,False,False,False,False,True,False,False,False,False,True,False,False,1,0,2317.68,28,0,6203,5966,135,30,-1,4
False,False,True,False,1370,27,1,False,False,False,False,True,False,False,False,False,True,False,False,1254,105,3144.82,39,0,117391,117281,495,5748,27,0
False,True,False,False,924,31,1,False,False,False,False,False,True,False,False,False,False,True,False,0,0,842.36,45,0,97,95,16,457,31,0
True,False,False,False,692,30,1,False,False,False,False,True,False,False,False,False,False,True,False,1,0,500.0,50,0,163,109,2,92,-1,1
True,False,False,False,276,-11,1,False,False,False,True,False,False,False,False,False,False,True,False,0,0,80.44,68,0,1135,1151,32,4,-41,7
True,False,False,False,263,-55,0,False,False,False,False,False,False,False,False,False,False,True,False,1255,105,4.83,161,0,117391,117281,495,5762,-77,1
True,False,False,False,32,13,1,False,False,False,False,False,False,True,False,False,False,False,True,1256,106,1.61,84,0,117391,117281,495,5754,13,0
True,False,False,False,1482,-187,1,False,False,False,False,False,False,False,False,False,False,True,False,1257,106,1.62,47,0,117391,117281,495,5753,-187,0
True,False,False,False,12,97460,1,False,False,False,False,True,False,False,False,False,False,False,True,5,1,126.43,35,0,82,55,45,415,-4,1
True,False,False,False,4,97460,1,False,False,False,False,False,False,False,False,False,False,True,False,6,1,506.99,42,0,82,55,45,416,-2,1
True,False,False,False,27,97449,1,False,False,False,False,False,False,False,False,False,False,True,False,7,1,50.57,60,0,82,55,45,417,-6,1
True,False,False,False,3,97460,1,False,False,False,False,False,False,False,False,False,False,True,False,8,1,25.29,33,0,82,55,45,418,-2,1
True,False,False,False,648,30,2,False,False,False,False,False,False,False,False,False,False,True,False,1258,106,6.38,42,0,117391,117281,495,5771,-1,1
True,False,False,False,604,259,2,False,False,False,False,False,False,False,False,False,False,True,False,77,10,17.56,33,0,0,0,0,5887,-54,0
False,True,False,False,292,-8,0,False,False,False,True,False,False,False,False,False,False,True,False,4,1,200.0,40,0,21,19,0,8732,-25,1
True,False,False,False,2210,1,1,False,False,False,False,False,False,False,False,False,False,True,False,6,1,69.42,42,0,0,0,0,43,-1,1
True,False,False,False,1197,18,1,False,False,False,False,False,False,False,False,False,False,True,False,0,0,60.46,47,0,68,64,50,37,-1,1
False,True,False,False,1094,31,1,False,False,False,False,True,False,False,False,False,False,True,False,1259,107,224.58,112,0,69,46,10,5010,31,0
True,False,False,False,641,96735,1,True,False,False,False,False,False,False,False,False,False,False,True,0,0,80.0,83,0,0,0,0,151,96735,0
True,False,False,False,398,97466,0,True,False,False,False,False,False,False,False,False,False,False,True,1,0,80.0,83,0,0,0,0,151,107,0
True,False,False,False,203,97383,1,True,False,False,False,False,False,False,False,False,False,False,True,2,1,60.0,53,0,0,0,0,152,97383,0
True,False,False,False,808,97196,1,True,False,False,False,False,False,False,False,False,False,False,True,3,1,60.0,35,0,0,0,0,153,97196,0
True,False,False,False,119,31,1,False,False,False,False,False,False,False,False,False,False,True,False,0,0,7.0,20,0,1,1,1,1,31,0
False,True,False,False,226,5,1,False,False,False,False,False,False,False,False,True,True,False,False,0,0,426.57,58,0,17,15,0,8,-1,1
False,True,False,False,226,97464,1,False,False,False,False,False,False,False,False,True,True,False,False,13,1,426.57,48,0,314,281,225,63,-1,1
True,False,False,False,976,-1,1,False,False,False,False,True,False,False,False,False,False,False,True,0,0,255.94,30,0,0,0,0,1,-6,2
True,False,False,False,824,29,1,False,False,False,False,True,False,False,False,False,False,False,True,214,30,42.66,26,0,614,448,237,120,29,0
False,True,False,False,6905,-208,1,False,False,False,False,True,False,False,False,False,False,True,False,1260,107,3472.8,37,0,117391,117281,495,5796,-235,2
False,True,False,False,6905,24,1,False,False,False,False,True,False,False,False,False,False,True,False,1,0,3472.8,21,0,0,0,0,2,-2,1
True,False,False,False,1234,29,1,False,False,False,False,False,False,True,False,False,False,True,False,1261,107,519.84,25,0,117391,117281,495,1,-2,1
True,False,False,False,80,-156,0,False,False,False,False,True,False,False,False,False,False,True,False,1262,107,60.0,57,0,117391,117281,495,5810,-175,0
True,False,False,False,969,31,1,False,False,False,False,True,False,False,False,False,False,False,True,62,0,177.15,17,0,10794,10767,67,41,0,1
True,False,False,False,1110,30,1,False,False,False,False,True,False,False,False,False,False,False,True,14,1,265.73,30,0,314,281,225,70,30,0
True,False,False,False,760,-748,1,True,False,False,False,False,False,False,False,False,False,False,True,1,1,60.0,24,0,0,0,0,6,-748,0
True,False,False,False,1133,-395,2,False,False,False,False,False,False,False,False,False,False,True,False,2,1,8.75,24,0,0,0,0,6,-421,1
True,False,False,False,872,17,1,False,False,False,False,False,False,False,False,False,False,True,False,1263,108,1.75,69,0,117391,117281,495,5823,-10,1
True,False,False,False,38,17,1,False,False,False,False,True,False,False,False,False,False,False,True,1264,108,25.29,53,0,117391,117281,495,5824,17,0
False,True,False,False,3097,-618,1,False,False,False,False,True,False,False,False,False,False,True,False,1265,108,3200.0,124,0,117391,117281,495,5832,-618,0
False,True,False,False,3097,28,2,False,False,False,False,True,False,False,False,False,False,True,False,9,1,3200.0,47,0,12016,11917,115,422,-1,1
True,False,False,False,411,8,0,False,False,False,False,False,True,False,False,False,False,False,True,1266,108,134.98,31,0,117391,117281,495,5838,-13,1
True,False,False,False,863,17,0,False,False,False,False,True,False,False,False,False,False,True,False,0,0,359.96,47,0,0,0,0,7,-2,0
True,False,False,False,3,31,1,False,False,False,False,False,False,False,False,False,False,True,False,41,11,0.18,33,0,17,15,0,84,-1,1
True,False,False,False,3,30,1,False,False,False,False,False,False,False,False,False,False,True,False,1267,109,1.26,14,0,69,46,10,4017,30,0
True,False,False,False,3,-95,1,False,False,False,False,False,False,False,False,False,False,True,False,42,11,1.26,14,0,17,15,0,516,-95,0
True,False,False,False,3,30,1,False,False,False,False,False,False,False,False,False,False,True,False,1268,109,0.18,83,0,69,46,10,4000,30,0
True,False,False,False,191,30,1,False,False,False,False,False,False,True,False,False,False,True,False,63,0,12.64,23,0,10794,10767,67,42,0,1
True,False,False,False,679,16,1,True,False,False,False,False,False,False,False,False,False,True,False,43,11,120.0,29,0,17,15,0,207,-11,1
True,False,False,False,403,23,1,False,False,False,False,False,False,False,False,False,False,True,False,44,11,346.42,29,0,17,15,0,521,23,0
False,True,False,False,1024,-95,0,False,False,False,False,True,False,False,False,False,False,True,False,45,11,348.95,22,0,17,15,0,522,-65,2
False,True,False,False,984,31,1,False,False,False,False,False,True,False,False,False,False,True,False,0,0,450.28,20,0,5,4,2,2,-1,1
True,False,False,False,2465,-743,1,False,False,False,False,True,False,False,False,False,False,False,True,10,4,18.33,34,0,110,86,29,1,-743,0
True,False,False,False,969,-390,1,False,False,False,False,False,False,True,False,False,False,False,True,11,4,27.49,34,0,110,86,29,1,-420,19
True,False,False,False,844,-41,1,False,False,False,True,False,False,False,False,False,False,False,True,13,2,367.88,54,0,0,0,0,31,-41,0
True,False,False,False,276,26,1,False,False,False,True,False,False,False,False,False,True,False,False,2,0,47.23,75,0,0,0,0,6,-1,1
True,False,False,False,432,31,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,132.0,16,0,0,0,0,1,-1,1
True,False,False,False,1028,31,1,True,False,False,False,False,False,False,False,False,False,False,True,1,0,80.0,25,0,2,1,0,3,-1,1
True,False,False,False,1048,-10,1,True,False,False,False,False,False,False,False,False,False,True,False,1269,109,60.0,27,0,117391,117281,495,5865,-18,1
False,True,False,False,314,97456,2,False,False,False,False,True,False,False,False,False,False,False,True,2,0,50.0,73,0,0,0,0,5,-1,1
True,False,False,False,363,29,1,False,False,False,False,False,True,False,False,False,False,False,True,1270,109,50.0,30,0,69,46,10,2218,29,0
False,True,False,False,250,96684,1,False,False,False,False,False,True,False,False,False,False,True,False,0,0,50.0,19,0,0,0,0,1,96684,0
False,True,False,False,250,97037,1,False,False,False,False,False,True,False,False,False,False,True,False,1,0,50.0,19,0,0,0,0,1,-418,1
False,True,False,False,367,96684,1,False,False,False,False,False,True,False,False,False,False,False,True,2,0,50.0,43,0,0,0,0,2,96684,0
True,False,False,False,1022,97037,1,False,False,False,False,True,False,False,False,False,False,True,False,3,0,300.0,43,0,0,0,0,2,-419,1
False,False,True,False,6977,29,1,False,False,False,True,False,False,False,False,False,False,False,True,1271,109,3000.0,26,0,69,46,10,2222,0,1
False,False,True,False,6977,-8,1,False,False,False,True,False,False,False,False,False,False,False,True,2,1,3000.0,63,0,0,0,0,91,-10,1
False,True,False,False,1395,-27,1,False,False,False,False,False,False,True,False,False,True,False,False,7,1,1225.63,74,0,0,0,0,47,-27,0
True,False,False,False,1081,-198,1,True,False,False,False,False,False,False,False,False,False,False,True,1272,109,60.0,113,0,117391,117281,495,5882,-198,0
True,False,False,False,1081,-7,2,True,False,False,False,False,False,False,False,False,False,False,True,1273,109,60.0,113,0,117391,117281,495,5882,-1,1
False,False,True,False,447,-100,2,False,False,False,False,False,True,False,False,False,False,True,False,1274,110,250.0,111,0,117391,117281,495,5881,-1,1
True,False,False,False,1633,13,1,False,False,False,False,False,True,False,False,False,False,True,False,1275,111,179.1,131,0,117391,117281,495,5880,-16,1
True,False,False,False,341,58,1,False,False,False,False,False,False,False,False,False,False,True,False,14,2,1.78,73,0,0,0,0,33,-1,1
True,False,False,False,3,29,1,False,False,False,False,False,False,False,False,False,False,True,False,15,2,0.18,28,0,0,0,0,24,29,0
True,False,False,False,3,97454,1,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0.18,16,0,0,0,0,4,97454,0
True,False,False,False,3,7,0,False,False,False,False,False,False,False,False,False,False,True,False,1,0,1.26,16,0,0,0,0,4,-13,0
True,False,False,False,3,-6,1,False,False,False,False,False,False,False,False,False,False,True,False,1276,111,1.26,128,0,117391,117281,495,5885,-6,0
True,False,False,False,3,18,0,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1.26,70,0,562,553,58,79,-20,1
True,False,False,False,3,27,1,False,False,False,False,False,False,False,False,False,False,True,False,16,2,1.26,28,0,0,0,0,35,-3,1
True,False,False,False,3,4,2,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0.18,61,0,0,0,0,5,-1,6
True,False,False,False,3,28,1,False,False,False,False,False,False,False,False,False,False,True,False,17,2,1.26,39,0,0,0,0,38,-1,1
True,False,False,False,3,-57,1,False,False,False,False,False,False,False,False,False,False,True,False,18,2,1.26,83,0,0,0,0,39,-57,0
True,False,False,False,854,28,1,False,False,False,False,False,False,False,False,False,False,True,False,3,0,215.09,28,0,1,0,0,1,0,2
