project_length_Days,project_length_Hours,project_length_Weeks,project_length_Months,issue_len_description,time_limit,have_changed,bounty_type_Bug,bounty_type_Code_Review,bounty_type_Design,bounty_type_Documentation,bounty_type_Feature,bounty_type_Improvement,bounty_type_Other,bounty_type_Project,bounty_type_Security,experience_level_Advanced,experience_level_Intermediate,experience_level_Beginner,bounty_num,bounty_change_num,bounty_amount,title_len,never_expires,owner_follwers,owner_following,owner_grants_contributed,issue_index,until_time,until_fulfilment
True,False,False,False,520,331,2,False,False,False,False,False,False,False,False,False,False,False,True,76,21,30.14,40,0,77,67,0,230,-31,1
False,True,False,False,2511,-1090,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,7930.65,38,0,31,25,16,1,-1090,0
False,False,True,False,759,-717,2,False,False,False,False,False,False,False,False,False,True,False,False,1,0,17997.83,38,0,31,25,16,1,-715,1
False,False,True,False,1075,-44,1,False,False,False,False,True,False,False,False,False,False,True,False,13,3,4499.46,25,0,2884,2897,66,1408,-124,1
False,False,True,False,980,-20,1,False,False,False,False,True,False,False,False,False,False,True,False,7,0,1799.78,47,0,0,0,0,60,-31,1
False,True,False,False,658,-20,1,False,False,False,False,True,False,False,False,False,False,True,False,8,0,1799.78,53,0,0,0,0,59,-21,1
False,True,False,False,800,-6,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,8413.97,37,0,3,3,1,316,-9,1
False,False,True,False,12687,-27,1,False,False,False,False,True,False,False,False,False,False,True,False,2,0,4499.46,12,0,30,28,12,39,-29,1
False,False,True,False,1681,-1094,1,False,False,False,False,True,False,False,False,False,False,True,False,24,2,13498.37,44,0,0,0,0,16,-1094,0
False,False,True,False,891,-721,1,False,False,False,False,False,False,False,False,False,False,True,False,25,2,4499.46,44,0,0,0,0,16,-722,1
False,True,False,False,690,334,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,449.95,22,0,10794,10767,67,2,334,0
False,True,False,False,987,334,1,False,False,False,False,True,False,False,False,False,False,True,False,663,50,449.95,37,0,3,2,0,3588,334,0
False,True,False,False,1207,334,1,False,False,False,False,True,False,False,False,False,False,True,False,664,50,4499.46,57,0,3,2,0,3582,-31,1
False,True,False,False,3827,334,1,False,False,False,False,True,False,False,False,False,False,True,False,6,0,1799.78,12,0,0,0,0,1,334,0
False,True,False,False,891,335,1,False,False,False,False,True,False,False,False,False,False,True,False,1,0,1799.78,22,0,10794,10767,67,2,335,0
False,True,False,False,796,58,1,False,False,False,False,True,False,False,False,False,False,True,False,1,0,1799.78,36,0,0,0,0,3,58,0
True,False,False,False,2288,335,1,False,False,True,False,False,False,False,False,False,False,False,True,665,50,107.62,51,0,133,133,99,3696,335,0
True,False,False,False,802,58,1,False,False,False,False,False,True,False,False,False,False,False,True,2,0,100.0,36,0,0,0,0,3,58,0
False,True,False,False,1279,58,1,False,False,False,False,True,False,False,False,False,False,True,False,3,0,1000.0,36,0,0,0,0,4,58,0
False,True,False,False,3919,58,1,False,False,False,False,True,False,False,False,False,True,False,False,4,0,0.0,36,0,0,0,0,5,58,0
True,False,False,False,152,58,1,False,False,False,False,False,True,False,False,False,False,True,False,5,0,193.6,36,0,0,0,0,6,58,0
True,False,False,False,162,333,1,False,False,False,False,False,True,False,False,False,False,True,False,6,0,193.6,36,0,0,0,0,7,333,0
False,False,True,False,983,-29,1,False,False,True,False,False,False,False,False,False,True,False,False,0,0,2000.0,39,0,0,0,0,1,-29,0
False,False,True,False,971,-29,1,False,False,True,False,False,False,False,False,False,True,False,False,1,0,1999.4,40,0,0,0,0,1,-29,0
True,False,False,False,1318,-102,0,False,False,False,False,True,False,False,False,False,True,False,False,14,4,1500.0,84,0,0,0,0,55,-116,0
True,False,False,False,571,336,1,False,False,False,False,True,False,False,False,False,False,True,False,2,0,169.35,14,0,10794,10767,67,3,336,0
False,True,False,False,3788,336,1,False,False,False,False,True,False,False,False,False,False,True,False,3,0,1200.0,14,0,10794,10767,67,3,336,0
False,True,False,False,1004,336,1,False,False,False,False,False,True,False,False,False,False,True,False,4,0,522.64,28,0,10794,10767,67,4,336,0
False,True,False,False,1940,336,1,False,False,False,False,True,False,False,False,False,True,False,False,5,0,5000.0,28,0,0,0,0,4,336,0
True,False,False,False,210,336,1,False,False,True,False,False,False,False,False,False,True,False,False,6,0,1783.27,34,0,0,0,0,5,-29,1
False,True,False,False,1122,-1,1,False,False,False,False,True,False,False,False,False,False,True,False,26,2,640.89,59,0,0,0,0,17,-3,1
False,True,False,False,5438,334,1,False,False,False,False,True,False,False,False,False,True,False,False,0,0,2707.97,66,0,0,0,0,65,334,0
False,True,False,False,1396,-17,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,2000.0,53,0,0,0,0,1,-28,1
False,False,True,False,1538,-17,1,False,False,False,False,False,False,False,False,False,False,False,True,15,5,25000.0,43,0,0,0,0,57,-29,1
False,False,True,False,1671,337,1,False,False,False,False,True,False,False,False,False,False,False,True,0,0,25000.0,15,0,13,12,9,1,-28,1
True,False,False,False,2287,-23,1,False,False,True,False,False,False,False,False,False,False,True,False,1,0,100.0,49,0,0,0,0,2,-25,1
False,True,False,False,1561,0,0,False,False,False,False,True,False,False,False,False,False,True,False,1,0,1000.0,33,0,3,3,1,390,-6,0
False,False,True,False,2040,-29,2,False,False,True,False,False,False,False,False,False,True,False,False,0,0,960.0,31,0,614,448,237,1,-26,2
False,True,False,False,1768,-755,1,False,False,False,False,True,False,False,False,False,False,True,False,77,22,1500.0,104,0,77,67,0,58,-755,0
False,True,False,False,2287,-370,0,False,False,True,False,False,False,False,False,False,False,True,False,78,22,100.0,104,0,77,67,0,58,-728,1
True,False,False,False,1910,50,1,False,False,False,False,True,False,False,False,False,False,True,False,666,50,999.8,63,0,117391,117281,495,3712,-27,2
True,False,False,False,1910,314,1,False,False,False,False,True,False,False,False,False,False,True,False,667,50,999.8,32,0,117391,117281,495,3713,-7,4
True,False,False,False,1910,1,1,False,False,False,False,True,False,False,False,False,False,True,False,668,50,999.8,39,0,117391,117281,495,3714,-23,11
True,False,False,False,1968,336,1,False,False,False,False,True,False,False,False,False,False,True,False,669,50,999.8,44,0,117391,117281,495,156,-18,4
True,False,False,False,3409,339,1,False,False,False,True,False,False,False,False,False,True,False,False,1,0,69.22,19,0,13,12,9,2,339,0
False,False,True,False,909,337,1,False,False,False,False,False,False,False,False,False,False,True,False,7,0,2000.0,36,0,0,0,0,8,337,0
False,False,True,False,962,337,1,False,False,False,False,False,False,False,False,False,False,True,False,8,0,1000.0,36,0,0,0,0,9,337,0
False,False,True,False,1482,338,1,False,False,False,False,False,False,False,False,False,False,True,False,9,0,2000.0,36,0,0,0,0,2,338,0
False,False,True,False,1090,300,1,False,False,False,False,False,False,False,False,False,False,True,False,79,23,2000.0,48,0,77,67,0,7454,-42,1
False,False,True,False,1096,337,1,False,False,False,False,False,False,False,False,False,False,True,False,80,23,5000.0,17,0,77,67,0,7400,-18,1
False,True,False,False,1002,307,1,False,False,False,False,False,False,False,False,False,False,True,False,81,23,1000.0,55,0,77,67,0,4158,-39,1
True,False,False,False,958,302,1,False,True,False,False,False,False,False,False,False,False,True,False,0,0,126.26,51,0,2884,2897,66,1093,302,0
False,False,True,False,3284,340,1,False,False,False,False,True,False,False,False,False,False,True,False,50,0,3000.0,11,0,9,8,0,13,340,0
False,True,False,False,84,340,1,False,False,False,False,True,False,False,False,False,True,False,False,51,0,1000.0,39,0,9,8,0,2,340,0
False,True,False,False,605,340,1,False,False,False,False,True,False,False,False,False,True,False,False,52,0,997.05,11,0,9,8,0,13,340,0
False,False,True,False,1990,338,1,False,False,False,False,True,False,False,False,False,True,False,False,0,0,5000.0,44,0,0,0,0,17,-26,1
False,False,True,False,1990,338,1,False,False,False,False,True,False,False,False,False,True,False,False,158,24,5000.0,40,0,117391,117281,495,219,-27,1
False,True,False,False,454,340,1,False,False,False,False,True,False,False,False,False,True,False,False,670,50,749.55,54,0,3,2,0,3626,340,0
False,True,False,False,1467,339,1,False,False,False,False,True,False,False,False,False,False,False,True,10,0,500.0,36,0,0,0,0,10,339,0
False,False,False,True,3,340,1,False,False,False,False,False,True,False,False,False,False,True,False,145,1,0.0,8,0,117391,117281,495,155,-25,1
False,True,False,False,3165,-2,1,False,False,False,False,True,False,False,False,False,True,False,False,3,2,0.0,45,0,614,448,237,21,-1,1
False,False,False,True,905,231,1,False,False,False,False,True,False,False,False,False,True,False,False,11,0,16.8,36,0,0,0,0,11,231,0
False,False,True,False,5,231,1,False,False,False,False,False,False,False,False,True,True,False,False,12,0,0.0,36,0,0,0,0,12,231,0
False,False,True,False,1462,-13,1,False,False,False,False,False,False,True,False,False,True,False,False,3,0,1447.55,35,0,30,28,12,60,-26,1
False,True,False,False,1344,-1052,1,False,False,False,False,True,False,False,False,False,False,True,False,4,0,768.63,15,0,30,28,12,61,-1052,0
False,True,False,False,2494,232,1,False,False,False,False,False,False,True,False,False,False,True,False,13,0,4000.0,36,0,0,0,0,13,232,0
False,True,False,False,1516,232,1,False,False,False,False,True,False,False,False,False,False,True,False,14,0,1500.0,36,0,0,0,0,14,232,0
False,True,False,False,2394,232,1,False,False,False,False,True,False,False,False,False,False,True,False,15,0,2351.02,36,0,0,0,0,15,232,0
False,True,False,False,1030,232,1,False,False,False,False,True,False,False,False,False,False,True,False,16,0,1000.0,36,0,0,0,0,16,232,0
False,True,False,False,10,339,1,False,False,False,False,False,True,False,False,False,False,False,True,17,0,19.99,36,0,0,0,0,17,339,0
False,False,True,False,6920,339,1,False,False,False,False,True,False,False,False,False,False,True,False,18,0,1949.02,36,0,0,0,0,18,339,0
False,False,True,False,3636,339,1,False,False,False,False,True,False,False,False,False,False,True,False,19,0,1169.41,36,0,0,0,0,19,339,0
False,False,True,False,2553,339,1,False,False,False,False,False,True,False,False,False,False,True,False,20,0,1013.49,36,0,0,0,0,19,339,0
False,True,False,False,1982,232,1,False,False,False,False,False,True,False,False,False,False,True,False,21,0,779.61,36,0,0,0,0,20,232,0
False,False,True,False,1424,232,1,False,False,False,False,True,False,False,False,False,False,True,False,22,0,10000.0,36,0,0,0,0,21,232,0
True,False,False,False,367,13,1,False,False,False,False,True,False,False,False,False,False,True,False,159,24,59.96,63,0,0,0,0,1241,13,0
True,False,False,False,1701,233,1,False,False,False,False,False,False,False,False,False,False,True,False,23,0,2500.0,36,0,0,0,0,22,233,0
True,False,False,False,1307,233,1,False,False,False,False,False,False,False,False,False,False,True,False,24,0,2500.0,36,0,0,0,0,23,233,0
False,True,False,False,1189,232,1,False,False,False,False,False,False,False,False,False,False,True,False,25,0,2500.0,36,0,0,0,0,24,232,0
False,False,True,False,3402,232,1,False,False,False,False,False,False,False,False,False,False,True,False,26,0,19776.0,36,0,0,0,0,25,232,0
False,False,True,False,3678,232,1,False,False,False,False,False,False,False,False,False,False,True,False,27,0,152.79,36,0,0,0,0,26,232,0
False,False,True,False,2717,232,1,False,False,False,False,True,False,False,False,False,True,False,False,28,0,2000.0,36,0,0,0,0,27,232,0
False,False,True,False,3853,340,1,False,False,False,False,False,False,False,False,False,False,True,False,29,0,152.79,37,0,0,0,0,28,340,0
False,False,True,False,4140,340,1,False,False,False,False,True,False,False,False,False,False,True,False,30,0,152.79,37,0,0,0,0,29,340,0
False,False,True,False,1634,340,1,False,False,False,False,True,False,False,False,False,False,True,False,31,0,3000.0,37,0,0,0,0,30,340,0
False,False,True,False,2235,340,1,False,False,False,False,False,False,False,False,False,True,False,False,32,0,3000.0,37,0,0,0,0,31,340,0
False,False,True,False,1393,340,1,False,False,False,False,True,False,False,False,False,True,False,False,33,0,6000.0,36,0,0,0,0,32,340,0
False,False,True,False,1386,340,1,False,False,False,False,True,False,False,False,False,False,True,False,34,0,3000.0,36,0,0,0,0,33,340,0
False,False,True,False,1140,340,1,False,False,False,False,False,False,True,False,False,True,False,False,35,0,5000.0,36,0,0,0,0,34,340,0
True,False,False,False,1501,340,1,False,False,True,False,False,False,False,False,False,False,True,False,36,0,170.45,36,0,0,0,0,36,340,0
True,False,False,False,1426,340,1,False,False,True,False,False,False,False,False,False,False,True,False,37,0,242.37,36,0,0,0,0,35,340,0
True,False,False,False,407,340,1,False,False,False,False,False,True,False,False,False,False,True,False,38,0,199.86,36,0,0,0,0,37,340,0
False,True,False,False,3164,342,1,False,False,False,False,True,False,False,False,False,True,False,False,39,0,1000.0,36,0,0,0,0,38,342,0
False,True,False,False,1266,342,1,False,False,False,False,True,False,False,False,False,True,False,False,40,0,1000.0,36,0,0,0,0,39,342,0
False,True,False,False,755,342,1,False,False,False,False,True,False,False,False,False,True,False,False,41,0,750.0,36,0,0,0,0,40,342,0
False,False,True,False,1523,315,1,False,False,False,False,True,False,False,False,False,True,False,False,17,2,2000.0,40,0,8,5,0,29,-10,1
False,False,True,False,1841,-1086,1,False,False,False,False,False,False,False,False,False,False,True,False,5,0,10000.0,53,0,8,5,0,6,-1086,0
False,False,True,False,1939,-701,1,False,False,True,False,False,False,False,False,False,False,True,False,6,0,5000.0,53,0,8,5,0,6,-727,2
True,False,False,False,634,-1086,1,False,False,False,False,True,False,False,False,False,False,False,True,7,0,5000.0,48,0,8,5,0,7,-1086,0
False,True,False,False,1098,-701,1,False,False,False,False,False,True,False,False,False,True,False,False,8,0,8000.0,48,0,8,5,0,7,-728,1
True,False,False,False,632,-1086,1,False,False,False,False,False,True,False,False,False,False,True,False,9,0,2000.0,68,0,8,5,0,8,-1086,0
False,True,False,False,538,-701,1,False,False,False,False,True,False,False,False,False,False,True,False,10,0,3500.0,68,0,8,5,0,8,-701,0
True,False,False,False,558,7,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,1500.0,15,0,0,0,0,1,7,0
False,False,True,False,420,-9,1,False,False,False,False,True,False,False,False,False,False,False,True,5,0,916.32,49,0,30,28,12,52,-22,1
False,True,False,False,1451,7,1,False,False,False,False,True,False,False,False,False,True,False,False,1,0,500.0,15,0,0,0,0,1,7,0
True,False,False,False,2705,-9,2,False,False,False,True,False,False,False,False,False,False,True,False,160,24,250.0,40,0,28,29,12,79,-10,1
False,True,False,False,1719,343,1,False,False,False,False,True,False,False,False,False,True,False,False,6,0,1000.0,34,0,30,28,12,41,-22,1
False,True,False,False,1805,35,1,False,False,False,False,True,False,False,False,False,False,True,False,17,3,2000.0,14,0,0,0,0,80,35,0
False,True,False,False,2297,343,1,False,False,False,False,True,False,False,False,False,False,True,False,2,0,750.0,47,0,0,0,0,19,343,0
True,False,False,False,1102,-8,1,False,False,False,False,True,False,False,False,False,False,True,False,7,0,500.0,25,0,30,28,12,57,-21,1
False,True,False,False,1864,-8,1,False,False,False,False,True,False,False,False,False,False,True,False,8,0,3000.0,15,0,30,28,12,69,-21,1
False,True,False,False,1958,343,2,False,False,False,False,False,True,False,False,False,True,False,False,14,3,10000.0,40,0,2884,2897,66,1438,-21,1
False,True,False,False,2193,-1085,1,False,False,False,False,True,False,False,False,False,False,True,False,16,5,2932.22,37,0,0,0,0,63,-1085,0
False,True,False,False,1940,-736,1,False,False,False,False,True,False,False,False,False,False,True,False,17,5,2932.22,37,0,0,0,0,63,-759,1
False,True,False,False,4546,-7,1,False,False,False,False,True,False,False,False,False,False,True,False,671,50,2932.22,21,0,227,195,26,3755,-7,0
True,False,False,False,72,-4,1,False,False,False,False,True,False,False,False,False,False,True,False,9,0,1000.0,20,0,30,28,12,3,-11,1
True,False,False,False,253,344,1,True,False,False,False,False,False,False,False,False,False,False,True,53,0,99.93,39,0,9,8,0,2,344,0
True,False,False,False,124,344,1,True,False,False,False,False,False,False,False,False,False,False,True,54,0,99.93,39,0,9,8,0,2,344,0
True,False,False,False,133,344,1,False,False,False,False,True,False,False,False,False,False,False,True,55,0,99.93,39,0,9,8,0,2,344,0
True,False,False,False,399,344,1,False,False,False,False,False,True,False,False,False,False,True,False,56,0,299.79,39,0,9,8,0,2,344,0
True,False,False,False,160,344,1,False,False,False,False,True,False,False,False,False,False,True,False,10,0,999.3,35,0,0,0,0,75,-18,1
True,False,False,False,378,344,1,False,False,False,False,False,True,False,False,False,False,True,False,57,0,199.86,39,0,9,8,0,2,344,0
True,False,False,False,200,344,1,False,False,False,False,False,False,False,False,False,False,True,False,58,0,1000.0,39,0,9,8,0,2,344,0
True,False,False,False,667,344,1,True,False,False,False,False,False,False,False,False,False,True,False,59,0,299.91,39,0,9,8,0,2,344,0
True,False,False,False,412,11,1,False,False,False,False,False,False,False,False,False,False,True,False,672,50,1000.0,100,0,227,195,26,3591,11,0
True,False,False,False,460,344,1,False,False,False,False,True,False,False,False,False,True,False,False,60,0,2000.0,39,0,9,8,0,2,344,0
True,False,False,False,460,344,1,True,False,False,False,False,False,False,False,False,False,True,False,61,0,299.91,39,0,9,8,0,2,344,0
True,False,False,False,649,344,1,False,False,False,False,True,False,False,False,False,False,True,False,62,0,1000.0,9,0,9,8,0,14,344,0
True,False,False,False,423,344,1,False,False,False,False,False,False,False,False,False,False,True,False,673,50,1000.0,44,0,98,60,4,2404,344,0
True,False,False,False,573,344,1,False,False,False,False,False,True,False,False,False,False,True,False,674,50,499.85,45,0,98,60,4,2403,344,0
True,False,False,False,3,344,1,False,False,False,False,False,False,False,False,False,False,True,False,675,50,1000.0,43,0,98,60,4,3014,344,0
True,False,False,False,338,344,1,False,False,False,True,False,False,False,False,False,True,False,False,676,50,0.0,43,0,98,60,4,3014,344,0
True,False,False,False,339,10,1,False,False,False,True,False,False,False,False,False,True,False,False,2,1,0.0,37,0,614,448,237,4,10,0
True,False,False,False,339,10,1,False,False,False,True,False,False,False,False,False,True,False,False,0,0,0.0,24,0,614,448,237,2827,10,0
True,False,False,False,338,10,1,False,False,False,True,False,False,False,False,False,True,False,False,0,0,0.0,26,0,614,448,237,2,10,0
False,True,False,False,3095,10,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0,49,0,614,448,237,51369,10,0
False,True,False,False,2952,10,1,False,False,False,False,True,False,False,False,False,False,True,False,13,2,0.0,22,0,614,448,237,13,10,0
False,True,False,False,3981,-8,1,False,False,False,False,True,False,False,False,False,True,False,False,14,2,0.0,38,0,614,448,237,39,-6,1
True,False,False,False,1233,-4,1,True,False,False,False,False,False,False,False,False,False,True,False,18,1,499.85,49,0,614,448,237,522,-7,1
True,False,False,False,262,10,0,True,False,False,False,False,False,False,False,False,False,True,False,19,1,1999.4,64,0,614,448,237,342,0,0
True,False,False,False,1529,-16,1,False,False,True,False,False,False,False,False,False,False,False,True,15,7,2000.0,28,0,614,448,237,1595,-7,1
True,False,False,False,8025,3,1,False,False,False,False,False,False,False,False,True,True,False,False,36,8,1.26,59,0,614,448,237,1373,-3,1
True,False,False,False,5070,313,1,False,False,False,True,False,False,False,False,False,False,True,False,7,0,4989.79,27,0,0,0,0,3,-1,1
False,True,False,False,312,-10,2,True,False,False,False,False,False,False,False,False,False,True,False,0,0,450.0,57,0,0,0,0,1,-18,0
False,False,True,False,3191,347,1,False,False,False,False,True,False,False,False,False,False,True,False,677,50,14640.0,35,0,11,9,0,3544,347,0
True,False,False,False,103,347,1,False,False,False,False,False,True,False,False,False,False,True,False,678,50,300.0,35,0,11,9,0,3544,347,0
True,False,False,False,78004,347,1,False,False,False,False,False,True,False,False,False,False,True,False,679,50,300.0,44,0,11,9,0,2404,347,0
False,True,False,False,10905,347,1,False,False,False,False,False,False,False,False,False,False,False,True,680,50,60875.38,107,0,11,9,0,3286,347,0
True,False,False,False,377,347,1,True,False,False,False,False,False,False,False,False,False,True,False,681,50,250.0,44,0,11,9,0,2404,347,0
True,False,False,False,453,347,1,False,False,False,False,False,True,False,False,False,False,True,False,682,50,250.0,35,0,11,9,0,3544,347,0
False,False,True,False,1125,347,1,False,False,True,False,False,False,False,False,False,False,True,False,0,0,3000.0,10,0,0,0,0,1,347,0
False,True,False,False,286,73,2,False,False,False,False,True,False,False,False,False,True,False,False,4,1,3000.0,64,0,21,19,0,69,-7,1
False,False,False,True,1150,349,1,False,False,False,False,False,True,False,False,False,True,False,False,26,8,250000.0,78,0,0,0,0,72,-16,1
False,False,False,True,797,349,1,False,False,False,False,True,False,False,False,False,True,False,False,63,0,500000.0,39,0,9,8,0,2,349,0
False,False,False,True,877,349,1,False,False,False,False,False,False,False,False,False,True,False,False,64,0,500000.0,4,0,9,8,0,14,349,0
False,False,False,True,1154,349,1,False,False,False,False,False,True,False,False,False,True,False,False,27,8,25000.0,68,0,0,0,0,7,-8,1
False,False,False,True,1487,349,1,False,False,False,False,False,True,False,False,False,True,False,False,28,8,250000.0,68,0,0,0,0,6,-9,1
True,False,False,False,2616,349,1,True,False,False,False,False,False,False,False,False,False,False,True,29,8,4.1,68,0,0,0,0,3,-9,1
True,False,False,False,1678,349,1,False,True,False,False,False,False,False,False,False,False,True,False,30,8,63.13,68,0,0,0,0,6,-15,1
True,False,False,False,407,349,1,False,False,False,True,False,False,False,False,False,True,False,False,683,50,50.0,36,0,98,60,4,2406,349,0
True,False,False,False,403,349,2,False,False,False,True,False,False,False,False,False,True,False,False,82,23,50.0,30,0,77,67,0,16,-12,1
True,False,False,False,410,-1080,1,False,False,False,True,False,False,False,False,False,True,False,False,7,0,100.0,81,0,0,0,0,63,-1080,0
False,True,False,False,950,-731,1,False,False,True,False,False,False,False,False,False,False,True,False,8,0,500.0,81,0,0,0,0,63,-760,1
True,False,False,False,581,349,1,False,False,False,True,False,False,False,False,False,False,False,True,65,0,50.0,8,0,9,8,0,15,349,0
True,False,False,False,746,349,1,False,False,False,False,False,True,False,False,False,False,True,False,684,50,166.35,90,0,3,2,0,2963,349,0
True,False,False,False,778,349,1,False,False,False,False,False,True,False,False,False,False,True,False,31,8,166.35,26,0,0,0,0,1,-16,1
False,True,False,False,416,-110,1,True,False,False,False,False,False,False,False,False,True,False,False,83,24,784.86,38,0,77,67,0,7472,-110,0
True,False,False,False,760,349,1,False,False,False,False,False,False,False,False,False,False,False,True,66,0,101.08,10,0,9,8,0,16,349,0
False,True,False,False,2822,349,1,False,False,False,False,False,False,False,False,False,False,True,False,67,0,361.02,7,0,9,8,0,17,349,0
True,False,False,False,171,350,1,False,False,False,False,True,False,False,False,False,False,True,False,1,0,750.0,27,0,0,0,0,19,350,0
True,False,False,False,36,350,1,False,False,False,False,False,True,False,False,False,False,True,False,161,25,499.75,38,0,3,2,0,1538,350,0
False,True,False,False,2606,350,1,False,False,False,False,True,False,False,False,False,True,False,False,685,50,0.0,19,0,3,2,0,3515,350,0
True,False,False,False,683,350,1,False,False,False,False,True,False,False,False,False,False,True,False,686,50,50.0,27,0,0,0,0,3796,350,0
False,True,False,False,1668,350,1,False,False,False,False,True,False,False,False,False,False,True,False,687,50,14797.8,27,0,0,0,0,3796,350,0
False,False,False,True,343,202,1,False,False,False,False,False,False,True,False,False,True,False,False,688,50,4000.0,128,0,117391,117281,495,3801,202,0
False,False,False,True,416,350,1,False,False,False,False,False,False,False,False,False,True,False,False,689,50,2000.0,44,0,98,60,4,2404,350,0
True,False,False,False,2030,350,1,False,False,False,False,True,False,False,False,False,False,True,False,146,1,2094.39,10,0,117391,117281,495,156,350,0
False,True,False,False,3163,350,1,False,False,False,False,True,False,False,False,False,False,True,False,147,1,2932.11,10,0,117391,117281,495,156,350,0
True,False,False,False,2030,350,1,False,False,False,False,True,False,False,False,False,False,True,False,148,1,1846.18,10,0,117391,117281,495,156,350,0
True,False,False,False,109,350,1,True,False,False,False,False,False,False,False,False,False,True,False,149,1,0.04,11,0,117391,117281,495,157,350,0
False,False,True,False,210,350,1,False,False,False,False,True,False,False,False,False,False,True,False,690,50,200.25,58,0,69,46,10,2129,350,0
True,False,False,False,4552,350,1,False,False,False,False,True,False,False,False,False,True,False,False,691,50,2000.0,101,0,3,2,0,3803,350,0
False,False,False,True,3,350,1,False,False,False,False,False,True,False,False,False,True,False,False,692,50,107.62,101,0,3,2,0,3803,350,0
True,False,False,False,421,350,1,True,False,False,False,False,False,False,False,False,False,True,False,693,50,55.87,30,0,69,46,10,2218,-15,1
False,True,False,False,2435,350,1,False,False,False,False,False,False,True,False,False,False,True,False,694,50,433.7,101,0,3,2,0,3803,350,0
False,False,True,False,6043,350,1,False,False,False,False,True,False,False,False,False,False,False,True,695,50,100000.0,101,0,3,2,0,3803,350,0
True,False,False,False,1612,350,1,False,False,False,False,True,False,False,False,False,False,True,False,696,50,300.0,43,0,0,0,0,3014,350,0
False,True,False,False,2843,350,1,False,False,False,False,True,False,False,False,False,True,False,False,697,50,909.0,27,0,3,2,0,3796,-15,1
True,False,False,False,2198,15,1,False,False,False,False,False,False,True,False,False,True,False,False,0,0,600.0,65,0,0,0,0,15455,15,0
False,True,False,False,2308,350,1,False,False,False,True,False,False,False,False,False,True,False,False,698,50,431.5,27,0,3,2,0,3796,350,0
True,False,False,False,256,15,1,True,False,False,False,False,False,False,False,False,False,True,False,1,0,178.18,62,0,0,0,0,15436,15,0
False,True,False,False,298,5,1,False,False,False,False,True,False,False,False,False,False,True,False,699,50,500.0,32,0,227,195,26,3806,-6,1
False,True,False,False,1571,-1101,1,False,False,False,False,True,False,False,False,False,False,True,False,0,0,500.0,40,0,27,17,10,117,-1101,0
True,False,False,False,1847,-752,1,False,False,False,False,True,False,False,False,False,False,True,False,1,0,999.6,40,0,27,17,10,117,-752,0
False,True,False,False,3509,338,1,False,False,True,False,False,False,False,False,False,True,False,False,162,25,2000.0,48,0,117391,117281,495,1684,-27,1
False,True,False,False,1624,351,1,False,False,False,False,True,False,False,False,False,True,False,False,150,1,694.42,5,0,117391,117281,495,158,351,0
True,False,False,False,3076,351,1,False,False,False,False,False,False,True,False,False,False,False,True,151,1,4.83,5,0,117391,117281,495,158,-14,1
True,False,False,False,3496,-1077,1,False,False,False,False,False,False,True,False,False,False,False,True,27,2,4.83,67,0,0,0,0,19,-1077,0
False,True,False,False,1438,-728,1,False,False,False,False,False,True,False,False,False,True,False,False,28,2,25000.0,67,0,0,0,0,19,-749,2
False,True,False,False,1322,-7,1,False,False,False,False,True,False,False,False,False,True,False,False,11,0,631.29,29,0,0,0,0,94,-13,1
False,True,False,False,2788,-1077,1,False,False,False,True,False,False,False,False,False,True,False,False,29,2,1007.0,74,0,0,0,0,18,-1077,0
True,False,False,False,3671,-728,0,False,False,False,False,False,False,False,False,True,False,True,False,30,2,300.0,74,0,0,0,0,18,-724,2
True,False,False,False,3504,351,2,False,False,False,False,False,False,False,False,True,False,True,False,700,50,200.0,104,0,117391,117281,495,3811,-1,1
True,False,False,False,566,351,1,False,False,False,True,False,False,False,False,False,False,False,True,1,0,50.0,37,0,0,0,0,1,351,0
False,False,True,False,1826,16,1,False,False,False,False,True,False,False,False,False,True,False,False,701,51,2500.0,101,0,0,0,0,3803,16,0
True,False,False,False,566,351,1,False,False,False,True,False,False,False,False,False,False,False,True,2,0,50.0,4,0,0,0,0,0,351,0
True,False,False,False,214,351,1,False,False,False,False,True,False,False,False,False,False,False,True,3,0,100.0,28,0,0,0,0,2,351,0
True,False,False,False,318,351,1,False,False,False,False,True,False,False,False,False,False,True,False,4,0,450.0,28,0,133,133,99,2,351,0
True,False,False,False,1496,346,1,False,False,False,False,False,False,True,False,False,False,False,True,5,0,9.98,12,0,133,133,99,2,0,1
True,False,False,False,1379,59,1,False,False,False,False,False,False,True,False,False,False,False,True,0,0,31.96,15,0,0,0,0,78,-11,1
True,False,False,False,1187,-30,1,False,False,True,False,False,False,False,False,False,False,False,True,702,51,49.9,135,0,227,195,26,3699,-26,1
True,False,False,False,2091,-533,0,False,False,False,False,False,False,True,False,False,False,False,True,2,1,9.59,64,0,31,25,16,5,-551,0
True,False,False,False,1966,149,0,False,False,False,False,False,False,False,False,False,False,False,True,0,0,9.59,40,0,614,448,237,2,-176,1
